"congress","node","party"
69,60,"Republican"
69,61,"Republican"
69,62,"Republican"
69,63,"Democrat"
69,64,"Democrat"
69,65,"Democrat"
69,66,"Republican"
69,67,"Democrat"
69,68,"Democrat"
69,69,"Democrat"
69,70,"Republican"
69,71,"Republican"
69,72,"Republican"
69,73,"Republican"
69,74,"Republican"
69,75,"Republican"
69,76,"Republican"
69,77,"Republican"
69,78,"Republican"
69,79,"Republican"
69,80,"Republican"
69,81,"Republican"
69,82,"Democrat"
69,83,"Democrat"
69,84,"Democrat"
69,85,"Republican"
69,86,"Republican"
69,87,"Democrat"
69,88,"Democrat"
69,89,"Democrat"
69,90,"Democrat"
69,91,"Republican"
69,92,"Democrat"
69,93,"Republican"
69,94,"Republican"
69,95,"Democrat"
69,96,"Democrat"
69,97,"Democrat"
69,98,"Republican"
69,99,"Democrat"
69,100,"Republican"
69,101,"Republican"
69,102,"Republican"
69,103,"Republican"
69,104,"Republican"
69,105,"Democrat"
70,1,"Democrat"
70,2,"Democrat"
70,3,"Democrat"
70,4,"Democrat"
70,5,"Democrat"
70,6,"Democrat"
70,7,"Republican"
70,8,"Republican"
70,9,"Republican"
70,10,"Republican"
70,11,"Republican"
70,12,"Republican"
70,13,"Democrat"
70,14,"Republican"
70,15,"Republican"
70,16,"Democrat"
70,17,"Democrat"
70,18,"Democrat"
70,19,"Democrat"
70,20,"Republican"
70,21,"Republican"
70,22,"Republican"
70,23,"Republican"
70,24,"Republican"
70,25,"Republican"
70,26,"Republican"
70,27,"Republican"
70,28,"Democrat"
70,29,"Republican"
70,30,"Republican"
70,31,"Democrat"
70,32,"Republican"
70,33,"Democrat"
70,34,"Democrat"
70,35,"Republican"
70,36,"Republican"
70,37,"Democrat"
70,38,"Democrat"
70,39,"Republican"
70,40,"Democrat"
70,41,"Republican"
70,42,"Democrat"
70,43,"Republican"
70,44,"Republican"
70,45,"Democrat"
70,46,"Democrat"
70,47,"Democrat"
70,48,"Democrat"
70,49,"Democrat"
70,50,"Democrat"
70,51,"Democrat"
70,52,"Republican"
70,53,"Republican"
70,54,"Democrat"
70,55,"Republican"
70,56,"Republican"
70,57,"Republican"
70,58,"Republican"
70,59,"Democrat"
70,60,"Democrat"
70,61,"Democrat"
70,62,"Republican"
70,63,"Republican"
70,64,"Democrat"
70,65,"Democrat"
70,66,"Democrat"
70,67,"Democrat"
70,68,"Republican"
70,69,"Republican"
70,70,"Republican"
70,71,"Republican"
70,72,"Democrat"
70,73,"Republican"
70,74,"Republican"
70,75,"Democrat"
70,76,"Republican"
70,77,"Republican"
70,78,"Republican"
70,79,"Republican"
70,80,"Democrat"
70,81,"Democrat"
70,82,"Democrat"
70,83,"Republican"
70,84,"Republican"
70,85,"Democrat"
70,86,"Democrat"
70,87,"Democrat"
70,88,"Democrat"
70,89,"Republican"
70,90,"Democrat"
70,91,"Republican"
70,92,"Republican"
70,93,"Democrat"
70,94,"Democrat"
70,95,"Democrat"
70,96,"Republican"
70,97,"Republican"
70,98,"Democrat"
70,99,"Republican"
70,100,"Republican"
70,101,"Republican"
70,102,"Democrat"
71,1,"Democrat"
71,2,"Democrat"
71,3,"Democrat"
71,4,"Democrat"
71,5,"Democrat"
71,6,"Democrat"
71,7,"Republican"
71,8,"Republican"
71,9,"Republican"
71,10,"Republican"
71,11,"Republican"
71,12,"Republican"
71,13,"Republican"
71,14,"Republican"
71,15,"Democrat"
71,16,"Democrat"
71,17,"Democrat"
71,18,"Democrat"
71,19,"Republican"
71,20,"Republican"
71,21,"Republican"
71,22,"Republican"
71,23,"Republican"
71,24,"Republican"
71,25,"Democrat"
71,26,"Republican"
71,27,"Republican"
71,28,"Republican"
71,29,"Democrat"
71,30,"Democrat"
71,31,"Republican"
71,32,"Republican"
71,33,"Democrat"
71,34,"Democrat"
71,35,"Democrat"
71,36,"Republican"
71,37,"Republican"
71,38,"Democrat"
71,39,"Republican"
71,40,"Democrat"
71,41,"Republican"
71,42,"Republican"
71,43,"Republican"
71,44,"Republican"
71,45,"Democrat"
71,46,"Democrat"
71,47,"Democrat"
71,48,"Republican"
71,49,"Democrat"
71,50,"Democrat"
71,51,"Democrat"
71,52,"Republican"
71,53,"Republican"
71,54,"Republican"
71,55,"Democrat"
71,56,"Republican"
71,57,"Republican"
71,58,"Republican"
71,59,"Republican"
71,60,"Republican"
71,61,"Republican"
71,62,"Republican"
71,63,"Democrat"
71,64,"Democrat"
71,65,"Democrat"
71,66,"Democrat"
71,67,"Democrat"
71,68,"Democrat"
71,69,"Republican"
71,70,"Republican"
71,71,"Republican"
71,72,"Republican"
71,73,"Republican"
71,74,"Democrat"
71,75,"Republican"
71,76,"Democrat"
71,77,"Republican"
71,78,"Republican"
71,79,"Republican"
71,80,"Republican"
71,81,"Republican"
71,82,"Republican"
71,83,"Republican"
71,84,"Democrat"
71,85,"Democrat"
71,86,"Republican"
71,87,"Republican"
71,88,"Democrat"
71,89,"Democrat"
71,90,"Democrat"
71,91,"Democrat"
71,92,"Democrat"
71,93,"Republican"
71,94,"Democrat"
71,95,"Republican"
71,96,"Republican"
71,97,"Republican"
71,98,"Democrat"
71,99,"Democrat"
71,100,"Democrat"
71,101,"Republican"
71,102,"Republican"
71,103,"Republican"
71,104,"Republican"
71,105,"Republican"
71,106,"Democrat"
71,107,"Republican"
71,108,"Republican"
71,109,"Republican"
72,1,"Democrat"
72,2,"Democrat"
72,3,"Democrat"
72,4,"Democrat"
72,5,"Democrat"
72,6,"Democrat"
72,7,"Democrat"
72,8,"Republican"
72,9,"Republican"
72,10,"Democrat"
72,11,"Republican"
72,12,"Republican"
72,13,"Republican"
72,14,"Republican"
72,15,"Republican"
72,16,"Republican"
72,17,"Democrat"
72,18,"Democrat"
72,19,"Democrat"
72,20,"Democrat"
72,21,"Democrat"
72,22,"Democrat"
72,23,"Republican"
72,24,"Republican"
72,25,"Republican"
72,26,"Democrat"
72,27,"Republican"
72,28,"Republican"
72,29,"Republican"
72,30,"Republican"
72,31,"Democrat"
72,32,"Republican"
72,33,"Democrat"
72,34,"Democrat"
72,35,"Democrat"
72,36,"Democrat"
72,37,"Republican"
72,38,"Republican"
72,39,"Republican"
72,40,"Democrat"
72,41,"Democrat"
72,42,"Democrat"
72,43,"Republican"
72,44,"Republican"
72,45,"Democrat"
72,46,"Republican"
72,47,"Democrat"
72,48,"Democrat"
72,49,"Republican"
72,50,"Democrat"
72,51,"Democrat"
72,52,"Democrat"
72,53,"Democrat"
72,54,"Republican"
72,55,"Republican"
72,56,"Republican"
72,57,"Democrat"
72,58,"Republican"
72,59,"Republican"
72,60,"Republican"
72,61,"Republican"
72,62,"Republican"
72,63,"Democrat"
72,64,"Democrat"
72,65,"Democrat"
72,66,"Democrat"
72,67,"Democrat"
72,68,"Democrat"
72,69,"Republican"
72,70,"Republican"
72,71,"Republican"
72,72,"Democrat"
72,73,"Democrat"
72,74,"Democrat"
72,75,"Republican"
72,76,"Republican"
72,77,"Republican"
72,78,"Republican"
72,79,"Republican"
72,80,"Republican"
72,81,"Democrat"
72,82,"Democrat"
72,83,"Democrat"
72,84,"Republican"
72,85,"Democrat"
72,86,"Democrat"
72,87,"Democrat"
72,88,"Democrat"
72,89,"Republican"
72,90,"Democrat"
72,91,"Republican"
72,92,"Republican"
72,93,"Democrat"
72,94,"Democrat"
72,95,"Democrat"
72,96,"Republican"
72,97,"Republican"
72,98,"Republican"
72,99,"Democrat"
72,100,"Republican"
72,101,"Republican"
72,102,"Republican"
72,103,"Democrat"
73,1,"Democrat"
73,2,"Democrat"
73,3,"Democrat"
73,4,"Democrat"
73,5,"Democrat"
73,6,"Democrat"
73,7,"Republican"
73,8,"Democrat"
73,9,"Democrat"
73,10,"Democrat"
73,11,"Democrat"
73,12,"Republican"
73,13,"Republican"
73,14,"Republican"
73,15,"Democrat"
73,16,"Democrat"
73,17,"Democrat"
73,18,"Democrat"
73,19,"Republican"
73,20,"Democrat"
73,21,"Democrat"
73,22,"Democrat"
73,23,"Republican"
73,24,"Democrat"
73,25,"Republican"
73,26,"Democrat"
73,27,"Republican"
73,28,"Democrat"
73,29,"Democrat"
73,30,"Democrat"
73,31,"Democrat"
73,32,"Democrat"
73,33,"Republican"
73,34,"Republican"
73,35,"Republican"
73,36,"Democrat"
73,37,"Democrat"
73,38,"Democrat"
73,39,"Republican"
73,40,"Republican"
73,41,"Republican"
73,42,"Democrat"
73,43,"Democrat"
73,44,"Democrat"
73,45,"Republican"
73,46,"Democrat"
73,47,"Democrat"
73,48,"Democrat"
73,49,"Republican"
73,50,"Democrat"
73,51,"Democrat"
73,52,"Democrat"
73,53,"Democrat"
73,54,"Republican"
73,55,"Republican"
73,56,"Republican"
73,57,"Republican"
73,58,"Democrat"
73,59,"Democrat"
73,60,"Democrat"
73,61,"Democrat"
73,62,"Democrat"
73,63,"Democrat"
73,64,"Republican"
73,65,"Republican"
73,66,"Democrat"
73,67,"Republican"
73,68,"Democrat"
73,69,"Democrat"
73,70,"Republican"
73,71,"Republican"
73,72,"Republican"
73,73,"Republican"
73,74,"Republican"
73,75,"Republican"
73,76,"Democrat"
73,77,"Democrat"
73,78,"Republican"
73,79,"Democrat"
73,80,"Democrat"
73,81,"Democrat"
73,82,"Democrat"
73,83,"Democrat"
73,84,"Democrat"
73,85,"Democrat"
73,86,"Democrat"
73,87,"Republican"
73,88,"Republican"
73,89,"Republican"
73,90,"Democrat"
73,91,"Democrat"
73,92,"Democrat"
73,93,"Democrat"
73,94,"Republican"
73,95,"Democrat"
73,96,"Republican"
73,97,"Democrat"
73,98,"Democrat"
73,99,"Republican"
73,100,"Democrat"
74,1,"Democrat"
74,2,"Democrat"
74,3,"Democrat"
74,4,"Democrat"
74,5,"Democrat"
74,6,"Democrat"
74,7,"Republican"
74,8,"Democrat"
74,9,"Democrat"
74,10,"Democrat"
74,11,"Democrat"
74,12,"Democrat"
74,13,"Republican"
74,14,"Republican"
74,15,"Democrat"
74,16,"Democrat"
74,17,"Democrat"
74,18,"Democrat"
74,19,"Democrat"
74,20,"Democrat"
74,21,"Republican"
74,22,"Democrat"
74,23,"Democrat"
74,24,"Democrat"
74,25,"Democrat"
74,26,"Republican"
74,27,"Democrat"
74,28,"Republican"
74,29,"Democrat"
74,30,"Democrat"
74,31,"Democrat"
74,32,"Democrat"
74,33,"Democrat"
74,34,"Democrat"
74,35,"Republican"
74,36,"Republican"
74,37,"Democrat"
74,38,"Democrat"
74,39,"Democrat"
74,40,"Democrat"
74,41,"Republican"
74,42,"Republican"
74,43,"Democrat"
74,44,"Republican"
74,45,"Democrat"
74,46,"Democrat"
74,47,"Democrat"
74,48,"Democrat"
74,49,"Democrat"
74,50,"Democrat"
74,51,"Democrat"
74,52,"Democrat"
74,53,"Republican"
74,54,"Democrat"
74,55,"Democrat"
74,56,"Republican"
74,57,"Democrat"
74,58,"Democrat"
74,59,"Republican"
74,60,"Democrat"
74,61,"Republican"
74,62,"Democrat"
74,63,"Democrat"
74,64,"Democrat"
74,65,"Democrat"
74,66,"Democrat"
74,67,"Republican"
74,68,"Republican"
74,69,"Democrat"
74,70,"Democrat"
74,71,"Democrat"
74,72,"Democrat"
74,73,"Republican"
74,74,"Republican"
74,75,"Republican"
74,76,"Democrat"
74,77,"Democrat"
74,78,"Republican"
74,79,"Democrat"
74,80,"Democrat"
74,81,"Republican"
74,82,"Democrat"
74,83,"Democrat"
74,84,"Democrat"
74,85,"Democrat"
74,86,"Democrat"
74,87,"Democrat"
74,88,"Democrat"
74,89,"Republican"
74,90,"Republican"
74,91,"Democrat"
74,92,"Democrat"
74,93,"Democrat"
74,94,"Democrat"
74,95,"Democrat"
74,96,"Democrat"
74,97,"Democrat"
74,98,"Democrat"
74,99,"Republican"
74,100,"Democrat"
75,1,"Democrat"
75,2,"Democrat"
75,3,"Democrat"
75,4,"Democrat"
75,5,"Democrat"
75,6,"Democrat"
75,7,"Democrat"
75,8,"Democrat"
75,9,"Democrat"
75,10,"Republican"
75,11,"Democrat"
75,12,"Democrat"
75,13,"Democrat"
75,14,"Democrat"
75,15,"Democrat"
75,16,"Republican"
75,17,"Democrat"
75,18,"Democrat"
75,19,"Democrat"
75,20,"Democrat"
75,21,"Democrat"
75,22,"Republican"
75,23,"Democrat"
75,24,"Democrat"
75,25,"Democrat"
75,26,"Democrat"
75,27,"Democrat"
75,28,"Democrat"
75,29,"Democrat"
75,30,"Democrat"
75,31,"Republican"
75,32,"Democrat"
75,33,"Democrat"
75,34,"Democrat"
75,35,"Democrat"
75,36,"Republican"
75,37,"Republican"
75,38,"Democrat"
75,39,"Democrat"
75,40,"Democrat"
75,41,"Republican"
75,42,"Republican"
75,43,"Democrat"
75,44,"Democrat"
75,45,"Democrat"
75,46,"Democrat"
75,47,"Democrat"
75,48,"Democrat"
75,49,"Democrat"
75,50,"Democrat"
75,51,"Democrat"
75,52,"Democrat"
75,53,"Democrat"
75,54,"Democrat"
75,55,"Democrat"
75,56,"Democrat"
75,57,"Republican"
75,58,"Democrat"
75,59,"Democrat"
75,60,"Democrat"
75,61,"Democrat"
75,62,"Democrat"
75,63,"Democrat"
75,64,"Democrat"
75,65,"Democrat"
75,66,"Democrat"
75,67,"Republican"
75,68,"Republican"
75,69,"Democrat"
75,70,"Democrat"
75,71,"Democrat"
75,72,"Democrat"
75,73,"Republican"
75,74,"Republican"
75,75,"Democrat"
75,76,"Democrat"
75,77,"Republican"
75,78,"Democrat"
75,79,"Democrat"
75,80,"Democrat"
75,81,"Democrat"
75,82,"Democrat"
75,83,"Democrat"
75,84,"Democrat"
75,85,"Democrat"
75,86,"Democrat"
75,87,"Democrat"
75,88,"Democrat"
75,89,"Democrat"
75,90,"Democrat"
75,91,"Republican"
75,92,"Republican"
75,93,"Democrat"
75,94,"Democrat"
75,95,"Democrat"
75,96,"Democrat"
75,97,"Democrat"
75,98,"Democrat"
75,99,"Democrat"
75,100,"Democrat"
75,101,"Democrat"
75,102,"Democrat"
76,1,"Democrat"
76,2,"Democrat"
76,3,"Democrat"
76,4,"Democrat"
76,5,"Democrat"
76,6,"Democrat"
76,7,"Republican"
76,8,"Democrat"
76,9,"Democrat"
76,10,"Democrat"
76,11,"Democrat"
76,12,"Republican"
76,13,"Democrat"
76,14,"Republican"
76,15,"Democrat"
76,16,"Democrat"
76,17,"Democrat"
76,18,"Democrat"
76,19,"Democrat"
76,20,"Republican"
76,21,"Republican"
76,22,"Democrat"
76,23,"Democrat"
76,24,"Democrat"
76,25,"Republican"
76,26,"Democrat"
76,27,"Democrat"
76,28,"Democrat"
76,29,"Democrat"
76,30,"Republican"
76,31,"Republican"
76,32,"Democrat"
76,33,"Democrat"
76,34,"Democrat"
76,35,"Democrat"
76,36,"Democrat"
76,37,"Republican"
76,38,"Republican"
76,39,"Democrat"
76,40,"Democrat"
76,41,"Democrat"
76,42,"Republican"
76,43,"Democrat"
76,44,"Republican"
76,45,"Democrat"
76,46,"Democrat"
76,47,"Republican"
76,48,"Democrat"
76,49,"Democrat"
76,50,"Democrat"
76,51,"Democrat"
76,52,"Democrat"
76,53,"Democrat"
76,54,"Democrat"
76,55,"Democrat"
76,56,"Democrat"
76,57,"Democrat"
76,58,"Democrat"
76,59,"Republican"
76,60,"Republican"
76,61,"Republican"
76,62,"Democrat"
76,63,"Democrat"
76,64,"Democrat"
76,65,"Democrat"
76,66,"Democrat"
76,67,"Democrat"
76,68,"Democrat"
76,69,"Republican"
76,70,"Republican"
76,71,"Democrat"
76,72,"Republican"
76,73,"Democrat"
76,74,"Democrat"
76,75,"Republican"
76,76,"Republican"
76,77,"Democrat"
76,78,"Republican"
76,79,"Democrat"
76,80,"Democrat"
76,81,"Democrat"
76,82,"Democrat"
76,83,"Democrat"
76,84,"Republican"
76,85,"Democrat"
76,86,"Democrat"
76,87,"Democrat"
76,88,"Democrat"
76,89,"Democrat"
76,90,"Democrat"
76,91,"Republican"
76,92,"Republican"
76,93,"Republican"
76,94,"Democrat"
76,95,"Democrat"
76,96,"Democrat"
76,97,"Democrat"
76,98,"Democrat"
76,99,"Democrat"
76,100,"Democrat"
76,101,"Republican"
76,102,"Democrat"
76,103,"Democrat"
76,104,"Democrat"
77,1,"Democrat"
77,2,"Democrat"
77,3,"Democrat"
77,4,"Democrat"
77,5,"Democrat"
77,6,"Democrat"
77,7,"Democrat"
77,8,"Democrat"
77,9,"Republican"
77,10,"Democrat"
77,11,"Democrat"
77,12,"Republican"
77,13,"Democrat"
77,14,"Republican"
77,15,"Democrat"
77,16,"Democrat"
77,17,"Democrat"
77,18,"Democrat"
77,19,"Democrat"
77,20,"Democrat"
77,21,"Republican"
77,22,"Democrat"
77,23,"Democrat"
77,24,"Republican"
77,25,"Republican"
77,26,"Democrat"
77,27,"Democrat"
77,28,"Democrat"
77,29,"Republican"
77,30,"Republican"
77,31,"Democrat"
77,32,"Democrat"
77,33,"Democrat"
77,34,"Democrat"
77,35,"Republican"
77,36,"Republican"
77,37,"Democrat"
77,38,"Democrat"
77,39,"Republican"
77,40,"Democrat"
77,41,"Republican"
77,42,"Democrat"
77,43,"Republican"
77,44,"Republican"
77,45,"Republican"
77,46,"Democrat"
77,47,"Democrat"
77,48,"Democrat"
77,49,"Democrat"
77,50,"Democrat"
77,51,"Democrat"
77,52,"Democrat"
77,53,"Democrat"
77,54,"Democrat"
77,55,"Republican"
77,56,"Democrat"
77,57,"Democrat"
77,58,"Republican"
77,59,"Republican"
77,60,"Republican"
77,61,"Democrat"
77,62,"Democrat"
77,63,"Democrat"
77,64,"Democrat"
77,65,"Democrat"
77,66,"Democrat"
77,67,"Democrat"
77,68,"Republican"
77,69,"Republican"
77,70,"Republican"
77,71,"Republican"
77,72,"Democrat"
77,73,"Democrat"
77,74,"Republican"
77,75,"Republican"
77,76,"Democrat"
77,77,"Republican"
77,78,"Democrat"
77,79,"Democrat"
77,80,"Democrat"
77,81,"Democrat"
77,82,"Democrat"
77,83,"Democrat"
77,84,"Democrat"
77,85,"Republican"
77,86,"Democrat"
77,87,"Democrat"
77,88,"Democrat"
77,89,"Democrat"
77,90,"Democrat"
77,91,"Democrat"
77,92,"Democrat"
77,93,"Democrat"
77,94,"Democrat"
77,95,"Republican"
77,96,"Republican"
77,97,"Democrat"
77,98,"Democrat"
77,99,"Democrat"
77,100,"Democrat"
77,101,"Democrat"
77,102,"Democrat"
77,103,"Democrat"
77,104,"Republican"
77,105,"Democrat"
77,106,"Republican"
77,107,"Democrat"
77,108,"Democrat"
78,1,"Democrat"
78,2,"Democrat"
78,3,"Democrat"
78,4,"Democrat"
78,5,"Democrat"
78,6,"Democrat"
78,7,"Republican"
78,8,"Democrat"
78,9,"Democrat"
78,10,"Republican"
78,11,"Republican"
78,12,"Democrat"
78,13,"Democrat"
78,14,"Republican"
78,15,"Democrat"
78,16,"Democrat"
78,17,"Democrat"
78,18,"Democrat"
78,19,"Democrat"
78,20,"Republican"
78,21,"Democrat"
78,22,"Republican"
78,23,"Republican"
78,24,"Democrat"
78,25,"Democrat"
78,26,"Republican"
78,27,"Republican"
78,28,"Democrat"
78,29,"Republican"
78,30,"Republican"
78,31,"Democrat"
78,32,"Democrat"
78,33,"Democrat"
78,34,"Democrat"
78,35,"Republican"
78,36,"Republican"
78,37,"Democrat"
78,38,"Democrat"
78,39,"Democrat"
78,40,"Republican"
78,41,"Republican"
78,42,"Republican"
78,43,"Republican"
78,44,"Republican"
78,45,"Republican"
78,46,"Democrat"
78,47,"Democrat"
78,48,"Democrat"
78,49,"Democrat"
78,50,"Democrat"
78,51,"Democrat"
78,52,"Republican"
78,53,"Republican"
78,54,"Democrat"
78,55,"Democrat"
78,56,"Republican"
78,57,"Republican"
78,58,"Republican"
78,59,"Republican"
78,60,"Democrat"
78,61,"Republican"
78,62,"Democrat"
78,63,"Democrat"
78,64,"Democrat"
78,65,"Democrat"
78,66,"Democrat"
78,67,"Democrat"
78,68,"Republican"
78,69,"Republican"
78,70,"Republican"
78,71,"Republican"
78,72,"Democrat"
78,73,"Republican"
78,74,"Republican"
78,75,"Republican"
78,76,"Republican"
78,77,"Republican"
78,78,"Democrat"
78,79,"Democrat"
78,80,"Democrat"
78,81,"Democrat"
78,82,"Democrat"
78,83,"Democrat"
78,84,"Republican"
78,85,"Republican"
78,86,"Democrat"
78,87,"Democrat"
78,88,"Democrat"
78,89,"Democrat"
78,90,"Democrat"
78,91,"Democrat"
78,92,"Republican"
78,93,"Republican"
78,94,"Democrat"
78,95,"Democrat"
78,96,"Democrat"
78,97,"Democrat"
78,98,"Democrat"
78,99,"Democrat"
78,100,"Republican"
78,101,"Democrat"
78,102,"Republican"
78,103,"Democrat"
78,104,"Republican"
79,1,"Democrat"
79,2,"Democrat"
79,3,"Democrat"
79,4,"Democrat"
79,5,"Democrat"
79,6,"Democrat"
79,7,"Democrat"
79,8,"Democrat"
79,9,"Republican"
79,10,"Republican"
79,11,"Democrat"
79,12,"Republican"
79,13,"Democrat"
79,14,"Democrat"
79,15,"Republican"
79,16,"Democrat"
79,17,"Republican"
79,18,"Democrat"
79,19,"Democrat"
79,20,"Democrat"
79,21,"Democrat"
79,22,"Democrat"
79,23,"Republican"
79,24,"Democrat"
79,25,"Republican"
79,26,"Democrat"
79,27,"Republican"
79,28,"Republican"
79,29,"Republican"
79,30,"Republican"
79,31,"Republican"
79,32,"Republican"
79,33,"Democrat"
79,34,"Democrat"
79,35,"Republican"
79,36,"Democrat"
79,37,"Democrat"
79,38,"Republican"
79,39,"Republican"
79,40,"Democrat"
79,41,"Democrat"
79,42,"Democrat"
79,43,"Republican"
79,44,"Republican"
79,45,"Republican"
79,46,"Republican"
79,47,"Republican"
79,48,"Democrat"
79,49,"Democrat"
79,50,"Republican"
79,51,"Democrat"
79,52,"Democrat"
79,53,"Democrat"
79,54,"Democrat"
79,55,"Republican"
79,56,"Republican"
79,57,"Democrat"
79,58,"Democrat"
79,59,"Democrat"
79,60,"Republican"
79,61,"Republican"
79,62,"Republican"
79,63,"Republican"
79,64,"Democrat"
79,65,"Democrat"
79,66,"Democrat"
79,67,"Democrat"
79,68,"Democrat"
79,69,"Democrat"
79,70,"Republican"
79,71,"Democrat"
79,72,"Republican"
79,73,"Republican"
79,74,"Republican"
79,75,"Democrat"
79,76,"Democrat"
79,77,"Republican"
79,78,"Republican"
79,79,"Republican"
79,80,"Democrat"
79,81,"Democrat"
79,82,"Democrat"
79,83,"Democrat"
79,84,"Democrat"
79,85,"Democrat"
79,86,"Republican"
79,87,"Republican"
79,88,"Democrat"
79,89,"Democrat"
79,90,"Democrat"
79,91,"Democrat"
79,92,"Democrat"
79,93,"Democrat"
79,94,"Republican"
79,95,"Republican"
79,96,"Democrat"
79,97,"Democrat"
79,98,"Democrat"
79,99,"Democrat"
79,100,"Democrat"
79,101,"Democrat"
79,102,"Democrat"
79,103,"Republican"
79,104,"Democrat"
79,105,"Republican"
79,106,"Republican"
79,107,"Democrat"
80,1,"Democrat"
80,2,"Democrat"
80,3,"Democrat"
80,4,"Democrat"
80,5,"Democrat"
80,6,"Democrat"
80,7,"Republican"
80,8,"Democrat"
80,9,"Democrat"
80,10,"Republican"
80,11,"Republican"
80,12,"Democrat"
80,13,"Republican"
80,14,"Republican"
80,15,"Democrat"
80,16,"Democrat"
80,17,"Democrat"
80,18,"Democrat"
80,19,"Democrat"
80,20,"Republican"
80,21,"Republican"
80,22,"Democrat"
80,23,"Republican"
80,24,"Republican"
80,25,"Republican"
80,26,"Republican"
80,27,"Republican"
80,28,"Republican"
80,29,"Republican"
80,30,"Democrat"
80,31,"Democrat"
80,32,"Democrat"
80,33,"Democrat"
80,34,"Republican"
80,35,"Republican"
80,36,"Democrat"
80,37,"Democrat"
80,38,"Republican"
80,39,"Republican"
80,40,"Republican"
80,41,"Republican"
80,42,"Republican"
80,43,"Republican"
80,44,"Democrat"
80,45,"Democrat"
80,46,"Republican"
80,47,"Republican"
80,48,"Democrat"
80,49,"Republican"
80,50,"Republican"
80,51,"Republican"
80,52,"Democrat"
80,53,"Republican"
80,54,"Republican"
80,55,"Republican"
80,56,"Republican"
80,57,"Republican"
80,58,"Democrat"
80,59,"Democrat"
80,60,"Democrat"
80,61,"Republican"
80,62,"Democrat"
80,63,"Democrat"
80,64,"Republican"
80,65,"Republican"
80,66,"Republican"
80,67,"Republican"
80,68,"Republican"
80,69,"Democrat"
80,70,"Republican"
80,71,"Republican"
80,72,"Democrat"
80,73,"Republican"
80,74,"Democrat"
80,75,"Democrat"
80,76,"Democrat"
80,77,"Democrat"
80,78,"Republican"
80,79,"Republican"
80,80,"Democrat"
80,81,"Democrat"
80,82,"Democrat"
80,83,"Democrat"
80,84,"Republican"
80,85,"Democrat"
80,86,"Republican"
80,87,"Republican"
80,88,"Democrat"
80,89,"Democrat"
80,90,"Republican"
80,91,"Democrat"
80,92,"Democrat"
80,93,"Republican"
80,94,"Republican"
80,95,"Republican"
80,96,"Republican"
80,97,"Democrat"
81,1,"Democrat"
81,2,"Democrat"
81,3,"Democrat"
81,4,"Democrat"
81,5,"Democrat"
81,6,"Democrat"
81,7,"Republican"
81,8,"Democrat"
81,9,"Republican"
81,10,"Republican"
81,11,"Democrat"
81,12,"Democrat"
81,13,"Republican"
81,14,"Democrat"
81,15,"Democrat"
81,16,"Republican"
81,17,"Democrat"
81,18,"Democrat"
81,19,"Democrat"
81,20,"Democrat"
81,21,"Democrat"
81,22,"Democrat"
81,23,"Republican"
81,24,"Democrat"
81,25,"Democrat"
81,26,"Republican"
81,27,"Republican"
81,28,"Democrat"
81,29,"Republican"
81,30,"Republican"
81,31,"Republican"
81,32,"Republican"
81,33,"Republican"
81,34,"Democrat"
81,35,"Democrat"
81,36,"Democrat"
81,37,"Democrat"
81,38,"Democrat"
81,39,"Democrat"
81,40,"Republican"
81,41,"Republican"
81,42,"Democrat"
81,43,"Democrat"
81,44,"Republican"
81,45,"Republican"
81,46,"Republican"
81,47,"Republican"
81,48,"Democrat"
81,49,"Republican"
81,50,"Democrat"
81,51,"Democrat"
81,52,"Republican"
81,53,"Republican"
81,54,"Republican"
81,55,"Democrat"
81,56,"Republican"
81,57,"Republican"
81,58,"Democrat"
81,59,"Republican"
81,60,"Republican"
81,61,"Republican"
81,62,"Republican"
81,63,"Republican"
81,64,"Democrat"
81,65,"Democrat"
81,66,"Republican"
81,67,"Democrat"
81,68,"Republican"
81,69,"Democrat"
81,70,"Democrat"
81,71,"Democrat"
81,72,"Democrat"
81,73,"Democrat"
81,74,"Republican"
81,75,"Republican"
81,76,"Republican"
81,77,"Republican"
81,78,"Democrat"
81,79,"Democrat"
81,80,"Republican"
81,81,"Republican"
81,82,"Republican"
81,83,"Democrat"
81,84,"Democrat"
81,85,"Democrat"
81,86,"Democrat"
81,87,"Democrat"
81,88,"Democrat"
81,89,"Republican"
81,90,"Republican"
81,91,"Democrat"
81,92,"Democrat"
81,93,"Democrat"
81,94,"Democrat"
81,95,"Republican"
81,96,"Democrat"
81,97,"Republican"
81,98,"Republican"
81,99,"Democrat"
81,100,"Democrat"
81,101,"Republican"
81,102,"Democrat"
81,103,"Democrat"
81,104,"Democrat"
81,105,"Republican"
81,106,"Republican"
81,107,"Democrat"
81,108,"Democrat"
82,1,"Democrat"
82,2,"Democrat"
82,3,"Democrat"
82,4,"Democrat"
82,5,"Democrat"
82,6,"Democrat"
82,7,"Republican"
82,8,"Republican"
82,9,"Republican"
82,10,"Democrat"
82,11,"Democrat"
82,12,"Democrat"
82,13,"Democrat"
82,14,"Republican"
82,15,"Democrat"
82,16,"Democrat"
82,17,"Democrat"
82,18,"Democrat"
82,19,"Republican"
82,20,"Republican"
82,21,"Democrat"
82,22,"Republican"
82,23,"Republican"
82,24,"Republican"
82,25,"Republican"
82,26,"Democrat"
82,27,"Republican"
82,28,"Republican"
82,29,"Democrat"
