"congress","node","party"
56,13,"Democrat"
56,14,"Democrat"
56,15,"Democrat"
56,16,"Democrat"
56,17,"Republican"
56,18,"Republican"
56,19,"Republican"
56,20,"Republican"
56,21,"Republican"
56,22,"Republican"
56,23,"Republican"
56,24,"Republican"
56,25,"Democrat"
56,26,"Republican"
56,27,"Democrat"
56,28,"Republican"
56,29,"Democrat"
56,30,"Democrat"
56,31,"Republican"
56,32,"Republican"
56,33,"Republican"
56,34,"Republican"
56,35,"Republican"
56,36,"Republican"
56,37,"Republican"
56,38,"Republican"
56,39,"Republican"
56,40,"Republican"
56,41,"Democrat"
56,42,"Republican"
56,43,"Democrat"
56,44,"Democrat"
56,45,"Democrat"
56,46,"Democrat"
56,47,"Republican"
56,48,"Democrat"
56,49,"Republican"
56,50,"Democrat"
56,51,"Republican"
56,52,"Republican"
56,53,"Republican"
56,54,"Republican"
56,55,"Republican"
56,56,"Republican"
56,57,"Democrat"
56,58,"Republican"
56,59,"Republican"
56,60,"Republican"
56,61,"Republican"
56,62,"Republican"
56,63,"Republican"
56,64,"Republican"
56,65,"Republican"
56,66,"Republican"
56,67,"Republican"
56,68,"Republican"
56,69,"Democrat"
56,70,"Democrat"
56,71,"Democrat"
56,72,"Democrat"
56,73,"Democrat"
56,74,"Democrat"
56,75,"Democrat"
56,76,"Democrat"
56,77,"Democrat"
56,78,"Republican"
56,79,"Republican"
56,80,"Republican"
56,81,"Republican"
56,82,"Democrat"
56,83,"Democrat"
56,84,"Democrat"
56,85,"Republican"
56,86,"Republican"
56,87,"Republican"
56,88,"Republican"
56,89,"Republican"
56,90,"Republican"
56,91,"Republican"
57,1,"Democrat"
57,2,"Democrat"
57,3,"Democrat"
57,4,"Democrat"
57,5,"Republican"
57,6,"Republican"
57,7,"Democrat"
57,8,"Democrat"
57,9,"Republican"
57,10,"Republican"
57,11,"Republican"
57,12,"Democrat"
57,13,"Democrat"
57,14,"Democrat"
57,15,"Democrat"
57,16,"Democrat"
57,17,"Democrat"
57,18,"Republican"
57,19,"Republican"
57,20,"Republican"
57,21,"Republican"
57,22,"Republican"
57,23,"Republican"
57,24,"Republican"
57,25,"Democrat"
57,26,"Democrat"
57,27,"Republican"
57,28,"Democrat"
57,29,"Democrat"
57,30,"Republican"
57,31,"Republican"
57,32,"Republican"
57,33,"Republican"
57,34,"Republican"
57,35,"Republican"
57,36,"Republican"
57,37,"Republican"
57,38,"Republican"
57,39,"Republican"
57,40,"Republican"
57,41,"Democrat"
57,42,"Democrat"
57,43,"Democrat"
57,44,"Democrat"
57,45,"Democrat"
57,46,"Democrat"
57,47,"Republican"
57,48,"Republican"
57,49,"Republican"
57,50,"Republican"
57,51,"Republican"
57,52,"Republican"
57,53,"Republican"
57,54,"Republican"
57,55,"Republican"
57,56,"Republican"
57,57,"Democrat"
57,58,"Republican"
57,59,"Republican"
57,60,"Republican"
57,61,"Republican"
57,62,"Republican"
57,63,"Republican"
57,64,"Republican"
57,65,"Republican"
57,66,"Republican"
57,67,"Republican"
57,68,"Republican"
57,69,"Democrat"
57,70,"Democrat"
57,71,"Republican"
57,72,"Republican"
57,73,"Democrat"
57,74,"Democrat"
57,75,"Democrat"
57,76,"Democrat"
57,77,"Democrat"
57,78,"Republican"
57,79,"Republican"
57,80,"Republican"
57,81,"Democrat"
57,82,"Democrat"
57,83,"Republican"
57,84,"Democrat"
57,85,"Republican"
57,86,"Republican"
57,87,"Republican"
57,88,"Republican"
57,89,"Republican"
57,90,"Republican"
58,1,"Democrat"
58,2,"Democrat"
58,3,"Democrat"
58,4,"Democrat"
58,5,"Republican"
58,6,"Republican"
58,7,"Democrat"
58,8,"Democrat"
58,9,"Republican"
58,10,"Republican"
58,11,"Republican"
58,12,"Republican"
58,13,"Democrat"
58,14,"Democrat"
58,15,"Democrat"
58,16,"Democrat"
58,17,"Republican"
58,18,"Democrat"
58,19,"Republican"
58,20,"Republican"
58,21,"Republican"
58,22,"Republican"
58,23,"Republican"
58,24,"Republican"
58,25,"Republican"
58,26,"Republican"
58,27,"Democrat"
58,28,"Democrat"
58,29,"Democrat"
58,30,"Democrat"
58,31,"Republican"
58,32,"Republican"
58,33,"Republican"
58,34,"Democrat"
58,35,"Republican"
58,36,"Republican"
58,37,"Republican"
58,38,"Republican"
58,39,"Republican"
58,40,"Republican"
58,41,"Republican"
58,42,"Democrat"
58,43,"Democrat"
58,44,"Democrat"
58,45,"Democrat"
58,46,"Democrat"
58,47,"Democrat"
58,48,"Republican"
58,49,"Republican"
58,50,"Democrat"
58,51,"Republican"
58,52,"Republican"
58,53,"Republican"
58,54,"Republican"
58,55,"Republican"
58,56,"Republican"
58,57,"Republican"
58,58,"Democrat"
58,59,"Democrat"
58,60,"Republican"
58,61,"Republican"
58,62,"Republican"
58,63,"Republican"
58,64,"Republican"
58,65,"Republican"
58,66,"Republican"
58,67,"Republican"
58,68,"Republican"
58,69,"Republican"
58,70,"Republican"
58,71,"Republican"
58,72,"Democrat"
58,73,"Democrat"
58,74,"Republican"
58,75,"Republican"
58,76,"Democrat"
58,77,"Democrat"
58,78,"Democrat"
58,79,"Democrat"
58,80,"Republican"
58,81,"Republican"
58,82,"Republican"
58,83,"Republican"
58,84,"Democrat"
58,85,"Democrat"
58,86,"Republican"
58,87,"Republican"
58,88,"Republican"
58,89,"Republican"
58,90,"Republican"
58,91,"Republican"
58,92,"Republican"
58,93,"Republican"
59,1,"Democrat"
59,2,"Democrat"
59,3,"Democrat"
59,4,"Democrat"
59,5,"Republican"
59,6,"Republican"
59,7,"Democrat"
59,8,"Democrat"
59,9,"Republican"
59,10,"Republican"
59,11,"Republican"
59,12,"Republican"
59,13,"Democrat"
59,14,"Democrat"
59,15,"Democrat"
59,16,"Democrat"
59,17,"Democrat"
59,18,"Republican"
59,19,"Republican"
59,20,"Republican"
59,21,"Republican"
59,22,"Republican"
59,23,"Republican"
59,24,"Republican"
59,25,"Republican"
59,26,"Republican"
59,27,"Republican"
59,28,"Democrat"
59,29,"Democrat"
59,30,"Democrat"
59,31,"Democrat"
59,32,"Republican"
59,33,"Republican"
59,34,"Democrat"
59,35,"Democrat"
59,36,"Republican"
59,37,"Republican"
59,38,"Republican"
59,39,"Republican"
59,40,"Republican"
59,41,"Republican"
59,42,"Republican"
59,43,"Democrat"
59,44,"Democrat"
59,45,"Republican"
59,46,"Democrat"
59,47,"Democrat"
59,48,"Republican"
59,49,"Republican"
59,50,"Republican"
59,51,"Democrat"
59,52,"Republican"
59,53,"Republican"
59,54,"Republican"
59,55,"Republican"
59,56,"Republican"
59,57,"Republican"
59,58,"Republican"
59,59,"Democrat"
59,60,"Democrat"
59,61,"Republican"
59,62,"Republican"
59,63,"Republican"
59,64,"Republican"
59,65,"Republican"
59,66,"Republican"
59,67,"Democrat"
59,68,"Republican"
59,69,"Republican"
59,70,"Republican"
59,71,"Republican"
59,72,"Democrat"
59,73,"Democrat"
59,74,"Republican"
59,75,"Republican"
59,76,"Democrat"
59,77,"Democrat"
59,78,"Democrat"
59,79,"Democrat"
59,80,"Republican"
59,81,"Republican"
59,82,"Republican"
59,83,"Republican"
59,84,"Democrat"
59,85,"Democrat"
59,86,"Republican"
59,87,"Republican"
59,88,"Republican"
59,89,"Republican"
59,90,"Republican"
59,91,"Republican"
59,92,"Republican"
59,93,"Republican"
60,1,"Democrat"
60,2,"Democrat"
60,3,"Democrat"
60,4,"Democrat"
60,5,"Republican"
60,6,"Republican"
60,7,"Democrat"
60,8,"Republican"
60,9,"Republican"
60,10,"Republican"
60,11,"Republican"
60,12,"Republican"
60,13,"Democrat"
60,14,"Democrat"
60,15,"Democrat"
60,16,"Democrat"
60,17,"Democrat"
60,18,"Republican"
60,19,"Republican"
60,20,"Republican"
60,21,"Republican"
60,22,"Republican"
60,23,"Republican"
60,24,"Republican"
60,25,"Republican"
60,26,"Republican"
60,27,"Republican"
60,28,"Republican"
60,29,"Democrat"
60,30,"Democrat"
60,31,"Democrat"
60,32,"Democrat"
60,33,"Republican"
60,34,"Republican"
60,35,"Democrat"
60,36,"Democrat"
60,37,"Republican"
60,38,"Republican"
60,39,"Republican"
60,40,"Republican"
60,41,"Republican"
60,42,"Republican"
60,43,"Democrat"
60,44,"Democrat"
60,45,"Republican"
60,46,"Democrat"
60,47,"Republican"
60,48,"Republican"
60,49,"Republican"
60,50,"Republican"
60,51,"Republican"
60,52,"Democrat"
60,53,"Republican"
60,54,"Republican"
60,55,"Republican"
60,56,"Republican"
60,57,"Republican"
60,58,"Republican"
60,59,"Democrat"
60,60,"Democrat"
60,61,"Republican"
60,62,"Republican"
60,63,"Republican"
60,64,"Republican"
60,65,"Democrat"
60,66,"Democrat"
60,67,"Republican"
60,68,"Republican"
60,69,"Republican"
60,70,"Republican"
60,71,"Republican"
60,72,"Republican"
60,73,"Democrat"
60,74,"Democrat"
60,75,"Republican"
60,76,"Republican"
60,77,"Democrat"
60,78,"Democrat"
60,79,"Democrat"
60,80,"Democrat"
60,81,"Republican"
60,82,"Republican"
60,83,"Republican"
60,84,"Republican"
60,85,"Republican"
60,86,"Democrat"
60,87,"Democrat"
60,88,"Republican"
60,89,"Republican"
60,90,"Republican"
60,91,"Republican"
60,92,"Republican"
60,93,"Republican"
60,94,"Republican"
60,95,"Republican"
61,1,"Democrat"
61,2,"Democrat"
61,3,"Democrat"
61,4,"Democrat"
61,5,"Republican"
61,6,"Republican"
61,7,"Democrat"
61,8,"Republican"
61,9,"Republican"
61,10,"Republican"
61,11,"Republican"
61,12,"Republican"
61,13,"Democrat"
61,14,"Democrat"
61,15,"Democrat"
61,16,"Democrat"
61,17,"Democrat"
61,18,"Republican"
61,19,"Republican"
61,20,"Republican"
61,21,"Republican"
61,22,"Democrat"
61,23,"Republican"
61,24,"Republican"
61,25,"Republican"
61,26,"Republican"
61,27,"Republican"
61,28,"Republican"
61,29,"Republican"
61,30,"Democrat"
61,31,"Democrat"
61,32,"Democrat"
61,33,"Democrat"
61,34,"Republican"
61,35,"Republican"
61,36,"Democrat"
61,37,"Democrat"
61,38,"Republican"
61,39,"Republican"
61,40,"Republican"
61,41,"Republican"
61,42,"Republican"
61,43,"Republican"
61,44,"Democrat"
61,45,"Democrat"
61,46,"Democrat"
61,47,"Democrat"
61,48,"Republican"
61,49,"Democrat"
61,50,"Republican"
61,51,"Republican"
61,52,"Republican"
61,53,"Republican"
61,54,"Democrat"
61,55,"Republican"
61,56,"Republican"
61,57,"Republican"
61,58,"Republican"
61,59,"Republican"
61,60,"Republican"
61,61,"Republican"
61,62,"Democrat"
61,63,"Democrat"
61,64,"Republican"
61,65,"Republican"
61,66,"Democrat"
61,67,"Democrat"
61,68,"Republican"
61,69,"Republican"
61,70,"Republican"
61,71,"Democrat"
61,72,"Democrat"
61,73,"Democrat"
61,74,"Republican"
61,75,"Republican"
61,76,"Republican"
61,77,"Republican"
61,78,"Republican"
61,79,"Democrat"
61,80,"Democrat"
61,81,"Republican"
61,82,"Republican"
61,83,"Democrat"
61,84,"Democrat"
61,85,"Democrat"
61,86,"Democrat"
61,87,"Republican"
61,88,"Republican"
61,89,"Republican"
61,90,"Republican"
61,91,"Democrat"
61,92,"Democrat"
61,93,"Democrat"
61,94,"Republican"
61,95,"Republican"
61,96,"Republican"
61,97,"Republican"
61,98,"Democrat"
61,99,"Republican"
61,100,"Republican"
61,101,"Republican"
61,102,"Republican"
62,1,"Democrat"
62,2,"Democrat"
62,3,"Democrat"
62,4,"Democrat"
62,5,"Democrat"
62,6,"Democrat"
62,7,"Democrat"
62,8,"Democrat"
62,9,"Republican"
62,10,"Republican"
62,11,"Republican"
62,12,"Democrat"
62,13,"Republican"
62,14,"Republican"
62,15,"Republican"
62,16,"Republican"
62,17,"Democrat"
62,18,"Democrat"
62,19,"Democrat"
62,20,"Democrat"
62,21,"Democrat"
62,22,"Republican"
62,23,"Republican"
62,24,"Democrat"
62,25,"Republican"
62,26,"Republican"
62,27,"Republican"
62,28,"Democrat"
62,29,"Democrat"
62,30,"Republican"
62,31,"Republican"
62,32,"Republican"
62,33,"Republican"
62,34,"Democrat"
62,35,"Republican"
62,36,"Democrat"
62,37,"Democrat"
62,38,"Democrat"
62,39,"Republican"
62,40,"Democrat"
62,41,"Democrat"
62,42,"Democrat"
62,43,"Republican"
62,44,"Republican"
62,45,"Republican"
62,46,"Republican"
62,47,"Republican"
62,48,"Republican"
62,49,"Republican"
62,50,"Democrat"
62,51,"Democrat"
62,52,"Democrat"
62,53,"Democrat"
62,54,"Democrat"
62,55,"Republican"
62,56,"Republican"
62,57,"Democrat"
62,58,"Republican"
62,59,"Democrat"
62,60,"Republican"
62,61,"Democrat"
62,62,"Republican"
62,63,"Republican"
62,64,"Republican"
62,65,"Democrat"
62,66,"Republican"
62,67,"Republican"
62,68,"Democrat"
62,69,"Republican"
62,70,"Democrat"
62,71,"Democrat"
62,72,"Republican"
62,73,"Republican"
62,74,"Republican"
62,75,"Democrat"
62,76,"Democrat"
62,77,"Democrat"
62,78,"Republican"
62,79,"Democrat"
62,80,"Republican"
62,81,"Republican"
62,82,"Republican"
62,83,"Republican"
62,84,"Democrat"
62,85,"Democrat"
62,86,"Republican"
62,87,"Republican"
62,88,"Democrat"
62,89,"Democrat"
62,90,"Republican"
62,91,"Democrat"
62,92,"Democrat"
62,93,"Democrat"
62,94,"Democrat"
62,95,"Democrat"
62,96,"Republican"
62,97,"Republican"
62,98,"Republican"
62,99,"Republican"
62,100,"Democrat"
62,101,"Democrat"
62,102,"Republican"
62,103,"Republican"
62,104,"Democrat"
62,105,"Democrat"
62,106,"Republican"
62,107,"Republican"
62,108,"Republican"
62,109,"Republican"
63,1,"Democrat"
63,2,"Democrat"
63,3,"Democrat"
63,4,"Democrat"
63,5,"Democrat"
63,6,"Democrat"
63,7,"Democrat"
63,8,"Republican"
63,9,"Republican"
63,10,"Democrat"
63,11,"Democrat"
63,12,"Republican"
63,13,"Republican"
63,14,"Democrat"
63,15,"Republican"
63,16,"Democrat"
63,17,"Democrat"
63,18,"Democrat"
63,19,"Democrat"
63,20,"Democrat"
63,21,"Democrat"
63,22,"Republican"
63,23,"Republican"
63,24,"Democrat"
63,25,"Republican"
63,26,"Democrat"
63,27,"Democrat"
63,28,"Republican"
63,29,"Republican"
63,30,"Democrat"
63,31,"Republican"
63,32,"Democrat"
63,33,"Republican"
63,34,"Democrat"
63,35,"Democrat"
63,36,"Democrat"
63,37,"Republican"
63,38,"Democrat"
63,39,"Democrat"
63,40,"Republican"
63,41,"Democrat"
63,42,"Republican"
63,43,"Republican"
63,44,"Republican"
63,45,"Republican"
63,46,"Republican"
63,47,"Republican"
63,48,"Democrat"
63,49,"Democrat"
63,50,"Democrat"
63,51,"Democrat"
63,52,"Democrat"
63,53,"Democrat"
63,54,"Democrat"
63,55,"Republican"
63,56,"Democrat"
63,57,"Democrat"
63,58,"Democrat"
63,59,"Republican"
63,60,"Democrat"
63,61,"Democrat"
63,62,"Republican"
63,63,"Republican"
63,64,"Republican"
63,65,"Democrat"
63,66,"Democrat"
63,67,"Democrat"
63,68,"Republican"
63,69,"Republican"
63,70,"Republican"
63,71,"Democrat"
63,72,"Democrat"
63,73,"Democrat"
63,74,"Democrat"
63,75,"Democrat"
63,76,"Republican"
63,77,"Republican"
63,78,"Republican"
63,79,"Republican"
63,80,"Democrat"
63,81,"Democrat"
63,82,"Republican"
63,83,"Republican"
63,84,"Democrat"
63,85,"Democrat"
63,86,"Democrat"
63,87,"Democrat"
63,88,"Republican"
63,89,"Republican"
63,90,"Republican"
63,91,"Republican"
63,92,"Democrat"
63,93,"Democrat"
63,94,"Republican"
63,95,"Democrat"
63,96,"Democrat"
63,97,"Republican"
63,98,"Republican"
63,99,"Republican"
63,100,"Republican"
63,101,"Republican"
64,1,"Democrat"
64,2,"Democrat"
64,3,"Democrat"
64,4,"Democrat"
64,5,"Democrat"
64,6,"Democrat"
64,7,"Democrat"
64,8,"Republican"
64,9,"Democrat"
64,10,"Democrat"
64,11,"Democrat"
64,12,"Republican"
64,13,"Republican"
64,14,"Democrat"
64,15,"Republican"
64,16,"Democrat"
64,17,"Democrat"
64,18,"Democrat"
64,19,"Democrat"
64,20,"Republican"
64,21,"Republican"
64,22,"Republican"
64,23,"Democrat"
64,24,"Democrat"
64,25,"Democrat"
64,26,"Democrat"
64,27,"Republican"
64,28,"Republican"
64,29,"Republican"
64,30,"Democrat"
64,31,"Republican"
64,32,"Democrat"
64,33,"Democrat"
64,34,"Democrat"
64,35,"Democrat"
64,36,"Democrat"
64,37,"Republican"
64,38,"Republican"
64,39,"Democrat"
64,40,"Democrat"
64,41,"Republican"
64,42,"Republican"
64,43,"Republican"
64,44,"Republican"
64,45,"Republican"
64,46,"Republican"
64,47,"Democrat"
64,48,"Democrat"
64,49,"Democrat"
64,50,"Democrat"
64,51,"Democrat"
64,52,"Democrat"
64,53,"Democrat"
64,54,"Republican"
64,55,"Democrat"
64,56,"Democrat"
64,57,"Democrat"
64,58,"Republican"
64,59,"Democrat"
64,60,"Democrat"
64,61,"Republican"
64,62,"Republican"
64,63,"Democrat"
64,64,"Republican"
64,65,"Democrat"
64,66,"Democrat"
64,67,"Republican"
64,68,"Republican"
64,69,"Democrat"
64,70,"Republican"
64,71,"Democrat"
64,72,"Democrat"
64,73,"Democrat"
64,74,"Democrat"
64,75,"Republican"
64,76,"Republican"
64,77,"Republican"
64,78,"Republican"
64,79,"Democrat"
64,80,"Democrat"
64,81,"Democrat"
64,82,"Republican"
64,83,"Democrat"
64,84,"Democrat"
64,85,"Democrat"
64,86,"Democrat"
64,87,"Republican"
64,88,"Republican"
64,89,"Republican"
64,90,"Republican"
64,91,"Democrat"
64,92,"Democrat"
64,93,"Republican"
64,94,"Republican"
64,95,"Republican"
64,96,"Democrat"
64,97,"Republican"
64,98,"Democrat"
64,99,"Republican"
64,100,"Republican"
65,1,"Democrat"
65,2,"Democrat"
65,3,"Democrat"
65,4,"Democrat"
65,5,"Democrat"
65,6,"Democrat"
65,7,"Republican"
65,8,"Democrat"
65,9,"Democrat"
65,10,"Democrat"
65,11,"Republican"
65,12,"Republican"
65,13,"Democrat"
65,14,"Democrat"
65,15,"Democrat"
65,16,"Democrat"
65,17,"Democrat"
65,18,"Democrat"
65,19,"Republican"
65,20,"Republican"
65,21,"Democrat"
65,22,"Republican"
65,23,"Democrat"
65,24,"Republican"
65,25,"Republican"
65,26,"Republican"
65,27,"Republican"
65,28,"Democrat"
65,29,"Republican"
65,30,"Democrat"
65,31,"Democrat"
65,32,"Democrat"
65,33,"Democrat"
65,34,"Democrat"
65,35,"Democrat"
65,36,"Democrat"
65,37,"Republican"
65,38,"Republican"
65,39,"Democrat"
65,40,"Republican"
65,41,"Republican"
65,42,"Republican"
65,43,"Republican"
65,44,"Republican"
65,45,"Republican"
65,46,"Republican"
65,47,"Democrat"
65,48,"Democrat"
65,49,"Democrat"
65,50,"Democrat"
65,51,"Democrat"
65,52,"Republican"
65,53,"Democrat"
65,54,"Democrat"
65,55,"Democrat"
65,56,"Republican"
65,57,"Democrat"
65,58,"Democrat"
65,59,"Democrat"
65,60,"Democrat"
65,61,"Republican"
65,62,"Republican"
65,63,"Republican"
65,64,"Republican"
65,65,"Democrat"
65,66,"Republican"
65,67,"Republican"
65,68,"Democrat"
65,69,"Republican"
65,70,"Republican"
65,71,"Democrat"
65,72,"Democrat"
65,73,"Republican"
65,74,"Republican"
65,75,"Democrat"
65,76,"Republican"
65,77,"Democrat"
65,78,"Democrat"
65,79,"Democrat"
65,80,"Democrat"
65,81,"Republican"
65,82,"Republican"
65,83,"Republican"
65,84,"Republican"
65,85,"Democrat"
65,86,"Republican"
65,87,"Democrat"
65,88,"Democrat"
65,89,"Democrat"
65,90,"Democrat"
65,91,"Democrat"
65,92,"Republican"
65,93,"Democrat"
65,94,"Democrat"
65,95,"Democrat"
65,96,"Democrat"
65,97,"Republican"
65,98,"Democrat"
65,99,"Republican"
65,100,"Republican"
65,101,"Democrat"
65,102,"Democrat"
65,103,"Republican"
65,104,"Republican"
65,105,"Republican"
65,106,"Republican"
65,107,"Republican"
65,108,"Democrat"
65,109,"Republican"
65,110,"Democrat"
65,111,"Republican"
66,1,"Democrat"
66,2,"Democrat"
66,3,"Democrat"
66,4,"Democrat"
66,5,"Democrat"
66,6,"Democrat"
66,7,"Democrat"
66,8,"Democrat"
66,9,"Democrat"
66,10,"Republican"
66,11,"Republican"
66,12,"Democrat"
66,13,"Republican"
66,14,"Republican"
66,15,"Democrat"
66,16,"Republican"
66,17,"Democrat"
66,18,"Democrat"
66,19,"Democrat"
66,20,"Democrat"
66,21,"Republican"
66,22,"Democrat"
66,23,"Republican"
66,24,"Republican"
66,25,"Republican"
66,26,"Republican"
66,27,"Republican"
66,28,"Republican"
66,29,"Republican"
66,30,"Republican"
66,31,"Republican"
66,32,"Democrat"
66,33,"Democrat"
66,34,"Democrat"
66,35,"Democrat"
66,36,"Republican"
66,37,"Republican"
66,38,"Republican"
66,39,"Democrat"
66,40,"Republican"
66,41,"Democrat"
66,42,"Republican"
66,43,"Republican"
66,44,"Republican"
66,45,"Republican"
66,46,"Democrat"
66,47,"Democrat"
66,48,"Democrat"
66,49,"Republican"
66,50,"Democrat"
66,51,"Democrat"
66,52,"Republican"
66,53,"Democrat"
66,54,"Democrat"
66,55,"Democrat"
66,56,"Republican"
66,57,"Republican"
66,58,"Republican"
66,59,"Republican"
66,60,"Democrat"
66,61,"Republican"
66,62,"Republican"
66,63,"Republican"
66,64,"Democrat"
66,65,"Democrat"
66,66,"Republican"
66,67,"Republican"
66,68,"Democrat"
66,69,"Republican"
66,70,"Republican"
66,71,"Democrat"
66,72,"Democrat"
66,73,"Republican"
66,74,"Democrat"
66,75,"Republican"
66,76,"Republican"
66,77,"Republican"
66,78,"Democrat"
66,79,"Democrat"
66,80,"Democrat"
66,81,"Democrat"
66,82,"Republican"
66,83,"Democrat"
66,84,"Democrat"
66,85,"Democrat"
66,86,"Democrat"
66,87,"Democrat"
66,88,"Republican"
66,89,"Republican"
66,90,"Republican"
66,91,"Democrat"
66,92,"Democrat"
66,93,"Democrat"
66,94,"Republican"
66,95,"Republican"
66,96,"Republican"
66,97,"Republican"
66,98,"Republican"
66,99,"Republican"
66,100,"Republican"
66,101,"Democrat"
67,1,"Democrat"
67,2,"Democrat"
67,3,"Republican"
67,4,"Democrat"
67,5,"Democrat"
67,6,"Democrat"
67,7,"Republican"
67,8,"Republican"
67,9,"Republican"
67,10,"Republican"
67,11,"Republican"
67,12,"Republican"
67,13,"Republican"
67,14,"Democrat"
67,15,"Republican"
67,16,"Democrat"
67,17,"Democrat"
67,18,"Democrat"
67,19,"Democrat"
67,20,"Democrat"
67,21,"Democrat"
67,22,"Republican"
67,23,"Republican"
67,24,"Republican"
67,25,"Republican"
67,26,"Republican"
67,27,"Republican"
67,28,"Republican"
67,29,"Republican"
67,30,"Republican"
67,31,"Republican"
67,32,"Republican"
67,33,"Republican"
67,34,"Democrat"
67,35,"Republican"
67,36,"Democrat"
67,37,"Democrat"
67,38,"Republican"
67,39,"Republican"
67,40,"Republican"
67,41,"Republican"
67,42,"Democrat"
67,43,"Republican"
67,44,"Republican"
67,45,"Republican"
67,46,"Republican"
67,47,"Republican"
67,48,"Republican"
67,49,"Democrat"
67,50,"Democrat"
67,51,"Democrat"
67,52,"Republican"
67,53,"Democrat"
67,54,"Democrat"
67,55,"Republican"
67,56,"Democrat"
67,57,"Democrat"
67,58,"Republican"
67,59,"Republican"
67,60,"Republican"
67,61,"Republican"
67,62,"Republican"
67,63,"Democrat"
67,64,"Republican"
67,65,"Republican"
67,66,"Republican"
67,67,"Democrat"
67,68,"Democrat"
67,69,"Republican"
67,70,"Republican"
67,71,"Democrat"
67,72,"Republican"
67,73,"Republican"
67,74,"Democrat"
67,75,"Republican"
67,76,"Republican"
67,77,"Republican"
67,78,"Republican"
67,79,"Republican"
67,80,"Republican"
67,81,"Republican"
67,82,"Republican"
67,83,"Democrat"
67,84,"Democrat"
67,85,"Democrat"
67,86,"Republican"
67,87,"Republican"
67,88,"Democrat"
67,89,"Democrat"
67,90,"Democrat"
67,91,"Democrat"
67,92,"Republican"
67,93,"Democrat"
67,94,"Republican"
67,95,"Republican"
67,96,"Democrat"
67,97,"Democrat"
67,98,"Republican"
67,99,"Republican"
67,100,"Republican"
67,101,"Republican"
67,102,"Republican"
67,103,"Republican"
67,104,"Republican"
67,105,"Democrat"
68,1,"Democrat"
68,2,"Democrat"
68,3,"Republican"
68,4,"Democrat"
68,5,"Democrat"
68,6,"Democrat"
68,7,"Republican"
68,8,"Republican"
68,9,"Republican"
68,10,"Democrat"
68,11,"Republican"
68,12,"Republican"
68,13,"Republican"
68,14,"Republican"
68,15,"Republican"
68,16,"Democrat"
68,17,"Democrat"
68,18,"Democrat"
68,19,"Democrat"
68,20,"Democrat"
68,21,"Republican"
68,22,"Republican"
68,23,"Republican"
68,24,"Republican"
68,25,"Republican"
68,26,"Republican"
68,27,"Democrat"
68,28,"Republican"
68,29,"Republican"
68,30,"Republican"
68,31,"Republican"
68,32,"Republican"
68,33,"Democrat"
68,34,"Democrat"
68,35,"Democrat"
68,36,"Republican"
68,37,"Republican"
68,38,"Democrat"
68,39,"Republican"
68,40,"Democrat"
68,41,"Republican"
68,42,"Republican"
68,43,"Republican"
68,44,"Democrat"
68,45,"Democrat"
68,46,"Republican"
68,47,"Democrat"
68,48,"Democrat"
68,49,"Democrat"
68,50,"Democrat"
68,51,"Republican"
68,52,"Democrat"
68,53,"Democrat"
68,54,"Republican"
68,55,"Republican"
68,56,"Republican"
68,57,"Democrat"
68,58,"Republican"
68,59,"Republican"
68,60,"Republican"
68,61,"Democrat"
68,62,"Republican"
68,63,"Democrat"
68,64,"Democrat"
68,65,"Republican"
68,66,"Democrat"
68,67,"Democrat"
68,68,"Republican"
68,69,"Republican"
68,70,"Republican"
68,71,"Republican"
68,72,"Democrat"
68,73,"Republican"
68,74,"Republican"
68,75,"Republican"
68,76,"Republican"
68,77,"Republican"
68,78,"Democrat"
68,79,"Republican"
68,80,"Republican"
68,81,"Democrat"
68,82,"Democrat"
68,83,"Republican"
68,84,"Republican"
68,85,"Democrat"
68,86,"Democrat"
68,87,"Democrat"
68,88,"Democrat"
68,89,"Democrat"
68,90,"Republican"
68,91,"Republican"
68,92,"Republican"
68,93,"Democrat"
68,94,"Democrat"
68,95,"Democrat"
68,96,"Republican"
68,97,"Democrat"
68,98,"Republican"
68,99,"Republican"
68,100,"Republican"
68,101,"Republican"
68,102,"Democrat"
69,1,"Democrat"
69,2,"Democrat"
69,3,"Democrat"
69,4,"Republican"
69,5,"Democrat"
69,6,"Democrat"
69,7,"Republican"
69,8,"Republican"
69,9,"Republican"
69,10,"Republican"
69,11,"Republican"
69,12,"Republican"
69,13,"Democrat"
69,14,"Republican"
69,15,"Democrat"
69,16,"Democrat"
69,17,"Democrat"
69,18,"Democrat"
69,19,"Republican"
69,20,"Republican"
69,21,"Republican"
69,22,"Republican"
69,23,"Republican"
69,24,"Democrat"
69,25,"Republican"
69,26,"Republican"
69,27,"Republican"
69,28,"Democrat"
69,29,"Republican"
69,30,"Republican"
69,31,"Republican"
69,32,"Republican"
69,33,"Republican"
69,34,"Democrat"
69,35,"Democrat"
69,36,"Republican"
69,37,"Republican"
69,38,"Republican"
69,39,"Republican"
69,40,"Democrat"
69,41,"Republican"
69,42,"Republican"
69,43,"Democrat"
69,44,"Democrat"
69,45,"Republican"
69,46,"Republican"
69,47,"Democrat"
69,48,"Democrat"
69,49,"Democrat"
69,50,"Democrat"
69,51,"Republican"
69,52,"Republican"
69,53,"Democrat"
69,54,"Democrat"
69,55,"Democrat"
69,56,"Republican"
69,57,"Republican"
69,58,"Democrat"
69,59,"Republican"
