CountryCode,Year,Week,Sex,0-14,15-64,65-74,75-84,85+,Total,0-14,15-64,65-74,75-84,85+,Total,Split,SplitSex,Forecast
USA,2015,5,f,269.950066919777,5061.2237554056,4344.1690569809,6767.81292237032,12226.556339736,28669.7121414125,0.000470006050650882,0.00247480397344571,0.0154554884981778,0.0450168042917337,0.165802210246684,0.00917544423523549,1,1,0
USA,2015,5,b,615.927972340247,13360.0720276598,10112,13754,19538,57380,0.000524698421399695,0.00327652979232337,0.0191492618483895,0.0517888617127972,0.174221241882709,0.00931922805363954,1,0,0
USA,2015,6,m,325.300774709314,8596.27000519954,5747.86712943073,6967.39335057775,7177.84833900731,28814.6795989246,0.00054260565962261,0.00422960319723009,0.02327203717557,0.0604605656256312,0.186908793826462,0.00950180068795775,1,1,0
USA,2015,6,f,253.816687499487,5242.61253259166,4329.13287056927,6749.60664942225,12003.1516609927,28578.3204010754,0.000441916463448682,0.00256349826720007,0.0154019934331623,0.0448957033931737,0.162772658140119,0.00914619525593328,1,1,0
USA,2015,6,b,579.117462208801,13838.8825377912,10077,13717,19181,57393,0.000493340182410319,0.00339395707101432,0.0190829817688114,0.0516495431230507,0.171037856513064,0.00932133941586849,1,0,0
USA,2015,7,m,347.434041386045,8338.85627642851,5901.30329672425,6892.72638093898,6951.44730438453,28431.7672998623,0.000579524218379386,0.00410294850518781,0.023893271471514,0.0598126321746603,0.181013385856857,0.00937553322993633,1,1,0
USA,2015,7,f,271.086220400078,5085.62346178539,4444.69670327575,6677.27361906102,11624.5526956155,28103.2327001377,0.000471984190594698,0.00248673478172801,0.0158131412185668,0.0444145727961921,0.157638543225632,0.0089941483611023,1,1,0
USA,2015,7,b,618.520261786123,13424.4797382139,10346,13570,18576,56535,0.000526906748089088,0.00329232564896613,0.019592391523283,0.0510960341313551,0.165643043771789,0.00918198950875761,1,0,0
USA,2015,8,m,348.890177351619,8454.02560000768,5692.53884605722,6933.86940502565,6960.42850245221,28389.7525308944,0.000581953070929174,0.00415961500576756,0.0230480233216422,0.0601696567292769,0.181247253280444,0.00936167862644115,1,1,0
USA,2015,8,f,272.222373880381,5155.86184876032,4287.46115394278,6717.13059497435,11639.5714975478,28072.2474691056,0.000473962330538515,0.00252107948719343,0.0152537356815481,0.0446796855741208,0.157842210594141,0.00898423185904437,1,1,0
USA,2015,8,b,621.112551232,13609.887448768,9980,13651,18600,56462,0.00052911507477848,0.00333779650317256,0.0188992912625521,0.0514010288818813,0.165857052872269,0.00917013339777964,1,0,0
USA,2015,9,m,343.648087875551,8289.62247691005,5745.01515606096,6820.0911655761,6949.95043803992,28148.3273244626,0.000573209201749937,0.00407872411068542,0.0232604900696974,0.0591823295658927,0.180974407952925,0.00928206732329656,1,1,0
USA,2015,9,f,268.132221351293,5055.59721386315,4326.98484393904,6606.9088344239,11622.0495619601,27879.6726755374,0.000466841026740774,0.00247205274409112,0.0153943512810173,0.043946534188244,0.157604598664214,0.00892260029222634,1,1,0
